# SCT HPTS SNS source file from http://neutrons.ornl.gov/instrument_systems/components/
# Moderator    Material      Decoupler  Poison     Poison_Depth  Beamline
# Top Upstream para-hydrogen cadmium    gadolinium 27 mm         2
#
## begin version 0.97 source file header              
## generated by Erik Iverson at Wed Mar 27 16:42:57 2002
## by scaling source_sct091_tu_02.dat by a factor of 1.000e+00 
## and renormalizing the pulse shapes to match.       
## source_sct091_tu_02.dat is described as:                    
###  ## begin version 0.96 source file header              
###  ## generated by Erik Iverson at Thu Mar 14 13:22:32 2002
###  ## from the output of MCNP case sct091, described as: 
###  ##  SNS 1 - sct091 TU fixed Cd w/ Protons and PD (w/ pd) for perf, parah 8/98      
###  ## mcnpxpar   2.1.5  05/02/02 10:27:36   24    7679986   308961378118
###  ## The output reported is for the following moderator
###  ##           2TU Beamline, 10m from surf, perp, intensity/u, E * n/st(p)/eV/p      
###  ## headerend
##
## section 1 key
## output is reported for entire 10x12cm2 surface.
## output is scaled per 34 kJ (2 MW/60 Hz) pulse. 
## Energy given is center of the bin in a logarithmic
## sense, and wavelength is for that energy.         
## There are 141 points.
## 
##  Energy     Wavelength      Flux      Std. Error      Flux      Std. Error  
##    E             l          f(E)         s(E)         f(l)         s(l)
##    eV        Angstroms       n/ster/pulse/eV         n/ster/pulse/Angstrom    
  1.0000e-05   9.0446e+01   4.7552e+10   3.3624e+10   1.0515e+04   7.4351e+03
  1.1220e-05   8.5387e+01   1.9441e+11   1.9441e+11   5.1093e+04   5.1093e+04
  1.2589e-05   8.0610e+01   1.7333e+11   1.7333e+11   5.4138e+04   5.4138e+04
  1.4125e-05   7.6101e+01   2.3868e+02   2.2085e+02   8.8603e-05   8.1985e-05
  1.5849e-05   7.1844e+01   8.0504e+04   8.0504e+04   3.5519e-02   3.5519e-02
  1.7783e-05   6.7825e+01   1.2259e+11   1.2259e+11   6.4283e+04   6.4283e+04
  1.9953e-05   6.4031e+01   1.0935e+11   1.0935e+11   6.8148e+04   6.8148e+04
  2.2387e-05   6.0449e+01   5.8463e+11   2.3865e+11   4.3303e+05   1.7676e+05
  2.5119e-05   5.7068e+01   9.5550e+11   2.8808e+11   8.4115e+05   2.5361e+05
  2.8184e-05   5.3875e+01   7.7536e+11   2.4517e+11   8.1122e+05   2.5651e+05
  3.1623e-05   5.0862e+01   1.0350e+12   2.6723e+11   1.2870e+06   3.3230e+05
  3.5481e-05   4.8016e+01   1.0455e+12   2.5354e+11   1.5452e+06   3.7470e+05
  3.9811e-05   4.5330e+01   1.4250e+12   2.7945e+11   2.5030e+06   4.9085e+05
