# 27 (3 x 3 x 3)
-0.1 0.0 -0.5  0.0 0.0 -6.8e-05
0.1 0.0 -0.5   0.0 0.0 -6.8e-05
0.0 -0.1 -0.5  0.0 0.0 -6.8e-05
0.0 0.1 -0.5   0.0 0.0 -6.8e-05
-0.1 0.0 0.0   0.0 0.0 -6.8e-05 
0.1 0.0 0.0    0.0 0.0 -6.8e-05 
0.0 -0.1 0.0   0.0 0.0 -6.8e-05 
0.0 0.1 0.0    0.0 0.0 -6.8e-05 
-0.1 0.0 0.5   0.0 0.0 -6.8e-05 
0.1 0.0 0.5    0.0 0.0 -6.8e-05 
0.0 -0.1 0.5   0.0 0.0 -6.8e-05 
0.0 0.1 0.5    0.0 0.0 -6.8e-05 
0.0 0.0 -0.5   0.0 0.0 -6.8e-05
-0.1 -0.1 -0.5 0.0 0.0 -6.8e-05
-0.1 0.1 -0.5  0.0 0.0 -6.8e-05
0.1 -0.1 -0.5  0.0 0.0 -6.8e-05
0.1 0.1 -0.5   0.0 0.0 -6.8e-05
0.0 0.0 0.5    0.0 0.0 -6.8e-05
-0.1 -0.1 0.5  0.0 0.0 -6.8e-05
-0.1 0.1 0.5   0.0 0.0 -6.8e-05
0.1 -0.1 0.5   0.0 0.0 -6.8e-05
0.1 0.1 0.5    0.0 0.0 -6.8e-05
0.0 0.0 -0.0   0.0 0.0 -6.8e-05
-0.1 -0.1 -0.0 0.0 0.0 -6.8e-05
-0.1 0.1 -0.0  0.0 0.0 -6.8e-05
0.1 -0.1 -0.0  0.0 0.0 -6.8e-05
0.1 0.1 -0.0   0.0 0.0 -6.8e-05
